src,tar,src_type,tar_type,is_net,arc_delay
_431_/A1,_431_/Y,pin,pin,0,1.85213441805665e-11
_431_/A2,_431_/Y,pin,pin,0,1.691248356638919e-11
_431_/B,_431_/Y,pin,pin,0,1.5082947044109396e-11
_432_/A,_432_/Y,pin,pin,0,8.120630903829529e-12
_433_/A,_433_/Y,pin,pin,0,2.351345680662309e-11
_433_/B,_433_/Y,pin,pin,0,2.008132202191426e-11
_433_/C,_433_/Y,pin,pin,0,2.081358002614664e-11
_434_/A,_434_/Y,pin,pin,0,2.2430323223798787e-11
_434_/B,_434_/Y,pin,pin,0,2.1038278757989914e-11
_435_/A1,_435_/Y,pin,pin,0,1.0949272738480786e-11
_435_/A2,_435_/Y,pin,pin,0,1.1277502369455572e-11
_435_/B1,_435_/Y,pin,pin,0,1.0729512764373617e-11
_435_/B2,_435_/Y,pin,pin,0,1.0039209047407738e-11
_436_/A,_436_/Y,pin,pin,0,3.221491823302003e-11
_436_/B,_436_/Y,pin,pin,0,3.4452312530630635e-11
_436_/C,_436_/Y,pin,pin,0,3.559790656693096e-11
_436_/D,_436_/Y,pin,pin,0,3.737578996299007e-11
_437_/A1,_437_/Y,pin,pin,0,1.6930212440313674e-11
_437_/A2,_437_/Y,pin,pin,0,1.3293189465857225e-11
_437_/B,_437_/Y,pin,pin,0,1.7285945244638334e-11
_438_/A1,_438_/Y,pin,pin,0,2.2086639808738262e-11
_438_/A2,_438_/Y,pin,pin,0,2.4166111819989844e-11
_438_/B1,_438_/Y,pin,pin,0,2.2654614295625208e-11
_438_/B2,_438_/Y,pin,pin,0,2.266682501417261e-11
_438_/C,_438_/Y,pin,pin,0,2.1144795983585318e-11
_439_/A1,_439_/Y,pin,pin,0,1.8955391076214134e-11
_439_/A2,_439_/Y,pin,pin,0,1.9979328955144204e-11
_439_/B,_439_/Y,pin,pin,0,1.6006149530789493e-11
_440_/A,_440_/Y,pin,pin,0,1.0848535611507337e-11
_441_/A,_441_/Y,pin,pin,0,3.401407627778852e-11
_442_/A1,_442_/Y,pin,pin,0,3.205218035429169e-11
_442_/A2,_442_/Y,pin,pin,0,2.5990182228596836e-11
_442_/B,_442_/Y,pin,pin,0,4.138340711778987e-11
_442_/C,_442_/Y,pin,pin,0,3.1285540130765455e-11
_443_/A,_443_/Y,pin,pin,0,1.8284434730175825e-11
_443_/B,_443_/Y,pin,pin,0,1.1335866273443074e-11
_444_/A1,_444_/Y,pin,pin,0,1.4566143430316814e-11
_444_/A2,_444_/Y,pin,pin,0,1.4439793978582305e-11
_444_/B,_444_/Y,pin,pin,0,1.0523853490040924e-11
_444_/C,_444_/Y,pin,pin,0,1.1178720275839549e-11
_445_/A,_445_/Y,pin,pin,0,2.1879926689893914e-11
_445_/B,_445_/Y,pin,pin,0,1.22732848190088e-11
_446_/A,_446_/Y,pin,pin,0,1.4487200501733799e-11
_446_/B,_446_/Y,pin,pin,0,1.5470269162931594e-11
_447_/A,_447_/Y,pin,pin,0,4.450042764836404e-11
_447_/B,_447_/Y,pin,pin,0,3.419138930316201e-11
_447_/C,_447_/Y,pin,pin,0,3.638483264678527e-11
_447_/D,_447_/Y,pin,pin,0,3.530374256821567e-11
_447_/E,_447_/Y,pin,pin,0,3.6188600727182774e-11
_448_/A1,_448_/Y,pin,pin,0,1.1659485009418713e-11
_448_/A2,_448_/Y,pin,pin,0,1.4292014620387317e-11
_448_/B,_448_/Y,pin,pin,0,1.0751893299298931e-11
_448_/C,_448_/Y,pin,pin,0,1.3467214322882004e-11
_449_/A,_449_/Y,pin,pin,0,3.774285398105981e-11
_449_/B,_449_/Y,pin,pin,0,2.6935838975949977e-11
_449_/C,_449_/Y,pin,pin,0,2.7288704282368847e-11
_449_/D,_449_/Y,pin,pin,0,2.7258823670495147e-11
_450_/A,_450_/Y,pin,pin,0,2.0760546060039076e-11
_450_/B,_450_/Y,pin,pin,0,9.535806172467076e-12
_451_/A1,_451_/Y,pin,pin,0,2.4161643172315728e-11
_451_/A2,_451_/Y,pin,pin,0,2.1143163608794424e-11
_451_/A3,_451_/Y,pin,pin,0,2.401374238347742e-11
_451_/B1,_451_/Y,pin,pin,0,2.297438975173982e-11
_451_/B2,_451_/Y,pin,pin,0,2.5456040053661866e-11
_452_/A,_452_/Y,pin,pin,0,4.26014709620226e-11
_452_/B,_452_/Y,pin,pin,0,4.390384930608171e-11
_452_/C,_452_/Y,pin,pin,0,4.797473182605039e-11
_452_/D,_452_/Y,pin,pin,0,4.8094656729391616e-11
_452_/E,_452_/Y,pin,pin,0,4.8376684602668973e-11
_453_/A1,_453_/Y,pin,pin,0,1.7535166027538018e-11
_453_/A2,_453_/Y,pin,pin,0,1.3768366655120268e-11
_453_/B,_453_/Y,pin,pin,0,1.784572316310129e-11
_454_/A1,_454_/Y,pin,pin,0,2.1988105780579303e-11
_454_/A2,_454_/Y,pin,pin,0,2.4213636304337705e-11
_454_/B1,_454_/Y,pin,pin,0,2.2155775478149842e-11
_454_/B2,_454_/Y,pin,pin,0,2.2708281435801503e-11
_454_/C,_454_/Y,pin,pin,0,2.141946169043063e-11
_455_/A1,_455_/Y,pin,pin,0,1.8416837499479755e-11
_455_/A2,_455_/Y,pin,pin,0,1.9612209425923233e-11
_455_/B,_455_/Y,pin,pin,0,1.5672345365924656e-11
_456_/A1,_456_/Y,pin,pin,0,1.9439609644233968e-11
_456_/A2,_456_/Y,pin,pin,0,1.903788585111421e-11
_456_/B,_456_/Y,pin,pin,0,1.628199484959847e-11
